100,010,001
124.454506,176.44226,102.920815
132.50592,179.34724,101.98573
146.27219,162.23936,91.87052
147.02643,145.25166,77.86362
181.89215,133.07715,79.474625
213.49664,119.8401,96.17345
201.76767,120.6941,107.06517
191.79039,110.23348,127.79023
201.45386,101.10873,160.94385
203.37961,109.77652,193.33435
207.89198,129.14151,202.74095
217.30211,178.74634,221.37978
222.23796,196.71352,251.9019
246.42215,229.55284,282.12576
275.31635,293.4317,302.30734
317.0964,346.07666,321.3265
373.18192,361.69427,327.0958
421.40823,374.95316,319.81003
470.91113,371.65585,276.55573
504.33615,332.2963,223.1946
492.46704,278.69272,196.42503
455.8438,278.5395,180.25111
412.90588,261.5291,179.9446
393.55594,229.52544,173.74515
362.81293,216.98485,172.5074
323.7124,195.61443,159.85197
304.30338,167.5858,146.53331
276.00876,125.102646,141.76927
221.15483,106.45706,126.7863
165.25775,100.77109,115.46372
154.5541,104.36591,129.65071
141.38669,122.61957,131.57932
142.73015,116.02976,110.99788
131.93199,105.00402,96.08979
117.59211,102.65043,97.447334
104.99155,89.92054,106.46231
109.6063,106.20232,104.217125
116.40441,109.998535,109.96116
111.60567,83.75434,114.00491
98.00746,92.90174,115.67283
108.863365,87.51582,121.59115
